ID_Contrato,Nome_Assessoria,Data_Envio_Assessoria,Dias_Em_Atraso_Inicial,Valor_Inadimplente_Inicial,Status_Cobranca,Score_Interno_Risco,Regiao_Cliente
CONTR_2026_04910,Nexus Mediacao Financeira,2026-04-14,70,5938.37,Acordo Firmado,29.0,Nordeste
CONTR_2026_04911,Acerta Credito Integrado,2026-02-20,104,1435.53,Acordo Firmado,61.0,Centro-Oeste
CONTR_2026_04912,Nexus Mediacao Financeira,2026-01-17,115,7119.69,Em Aberto,95.0,Centro-Oeste
CONTR_2026_04913,Nexus Mediacao Financeira,2026-01-17,89,5284.05,Em Aberto,72.0,Nordeste
CONTR_2026_04914,Fenix Recuperacao de Credito,2026-04-07,59,7112.51,Em Aberto,2.0,Nordeste
CONTR_2026_04915,Fenix Recuperacao de Credito,2026-01-20,55,3065.54,Em Aberto,12.0,Sudeste
CONTR_2026_04916,Fenix Recuperacao de Credito,2026-01-14,86,8702.59,Em Aberto,56.0,Sudeste
CONTR_2026_04917,Vertice Asset e Cobranca,2026-01-22,74,3905.89,Em Aberto,51.0,Nordeste
CONTR_2026_04918,Vertice Asset e Cobranca,2026-02-21,125,12443.73,Acordo Firmado,94.0,Nordeste
CONTR_2026_04919,Acerta Credito Integrado,2026-01-27,68,1749.13,Acordo Firmado,41.0,Sudeste
CONTR_2026_04920,Vertice Asset e Cobranca,2026-02-12,107,4513.57,Em Aberto,27.0,Sul
CONTR_2026_04921,Vertice Asset e Cobranca,2026-01-03,71,2351.71,Acordo Firmado,89.0,Norte
CONTR_2026_04922,Acerta Credito Integrado,2026-03-29,81,4220.83,Em Aberto,38.0,Nordeste
CONTR_2026_04923,Nexus Mediacao Financeira,2026-04-04,95,3382.95,Insucesso,97.0,Sul
CONTR_2026_04924,Acerta Credito Integrado,2026-01-08,105,9333.79,Em Aberto,52.0,Sul
CONTR_2026_04925,Fenix Recuperacao de Credito,2026-03-27,102,2114.62,Acordo Firmado,80.0,Sudeste
CONTR_2026_04926,Vertice Asset e Cobranca,2026-03-30,73,5765.45,Em Aberto,32.0,Centro-Oeste
CONTR_2026_04927,Vertice Asset e Cobranca,2026-01-10,93,3808.46,Acordo Firmado,51.0,Nordeste
CONTR_2026_04928,Fenix Recuperacao de Credito,2026-04-23,-999,4849.84,Insucesso,2.0,Centro-Oeste
CONTR_2026_04929,Acerta Credito Integrado,2026-01-29,47,7465.88,Insucesso,66.0,Centro-Oeste
CONTR_2026_04930,Fenix Recuperacao de Credito,2026-02-09,96,3408.84,Ajuizado,20.0,Nordeste
CONTR_2026_04931,Vertice Asset e Cobranca,2026-04-28,127,3486.84,Ajuizado,57.0,Sudeste
CONTR_2026_04932,Vertice Asset e Cobranca,2026-03-06,136,1599.56,Ajuizado,62.0,Sudeste
CONTR_2026_04933,Vertice Asset e Cobranca,2026-04-26,99,5214.23,Acordo Firmado,51.0,Sudeste
CONTR_2026_04934,Vertice Asset e Cobranca,2026-01-21,97,3897.02,Insucesso,86.0,Centro-Oeste
CONTR_2026_04935,Vertice Asset e Cobranca,2026-04-13,15,9564.27,Em Aberto,48.0,Sul
CONTR_2026_04936,Vertice Asset e Cobranca,2026-01-24,171,4092.53,Acordo Firmado,83.0,Nordeste
CONTR_2026_04937,Fenix Recuperacao de Credito,2026-03-14,132,18867.46,Acordo Firmado,7.0,Centro-Oeste
CONTR_2026_04938,Nexus Mediacao Financeira,2026-03-01,112,2142.42,Em Aberto,67.0,Nordeste
CONTR_2026_04939,Acerta Credito Integrado,2026-04-18,92,2753.47,Acordo Firmado,50.0,Sudeste
CONTR_2026_04940,Acerta Credito Integrado,2026-04-28,23,3687.19,Em Aberto,34.0,Sudeste
CONTR_2026_04941,Vertice Asset e Cobranca,2026-01-26,95,2134.18,Acordo Firmado,87.0,Nordeste
CONTR_2026_04942,Vertice Asset e Cobranca,2026-01-09,90,19134.69,Em Aberto,69.0,Sudeste
CONTR_2026_04943,Acerta Credito Integrado,2026-01-20,-999,6321.61,Acordo Firmado,67.0,Norte
CONTR_2026_04944,Vertice Asset e Cobranca,2026-02-25,103,1256.31,Acordo Firmado,88.0,Sudeste
CONTR_2026_04945,Acerta Credito Integrado,2026-04-09,127,5519.79,Em Aberto,91.0,Sudeste
CONTR_2026_04946,Fenix Recuperacao de Credito,2026-02-05,100,8799.11,Acordo Firmado,34.0,Sudeste
CONTR_2026_04947,Nexus Mediacao Financeira,2026-04-16,100,1463.31,Acordo Firmado,43.0,Centro-Oeste
CONTR_2026_04948,Acerta Credito Integrado,2026-02-05,102,5512.84,Acordo Firmado,21.0,Centro-Oeste
CONTR_2026_04949,Acerta Credito Integrado,2026-04-28,80,3544.52,Acordo Firmado,12.0,Sudeste
CONTR_2026_04950,Acerta Credito Integrado,2026-03-14,112,5555.12,Em Aberto,32.0,Centro-Oeste
CONTR_2026_04951,Vertice Asset e Cobranca,2026-01-22,135,2655.81,Em Aberto,47.0,Nordeste
CONTR_2026_04952,Fenix Recuperacao de Credito,2026-01-01,91,6683.32,Insucesso,86.0,Sudeste
CONTR_2026_04953,Vertice Asset e Cobranca,2026-03-10,67,6763.55,Acordo Firmado,98.0,Nordeste
CONTR_2026_04954,Nexus Mediacao Financeira,2026-03-14,48,5077.27,Acordo Firmado,87.0,Nordeste
CONTR_2026_04955,Vertice Asset e Cobranca,2026-02-06,105,14068.94,Em Aberto,55.0,Centro-Oeste
CONTR_2026_04956,Acerta Credito Integrado,2026-04-12,108,13210.89,Acordo Firmado,65.0,Sul
CONTR_2026_04957,Vertice Asset e Cobranca,2026-03-24,100,1443.51,Insucesso,68.0,Nordeste
CONTR_2026_04958,Nexus Mediacao Financeira,2026-03-13,82,2911.7,Em Aberto,17.0,Sul
CONTR_2026_04959,Fenix Recuperacao de Credito,2026-04-16,98,3464.82,Em Aberto,26.0,Sudeste
CONTR_2026_04960,Acerta Credito Integrado,2026-04-17,73,1484.27,Em Aberto,95.0,Sul
CONTR_2026_04961,Nexus Mediacao Financeira,2026-04-06,68,4907.88,Insucesso,33.0,Sudeste
CONTR_2026_04962,Fenix Recuperacao de Credito,2026-01-13,60,1324.44,Acordo Firmado,64.0,Sudeste
CONTR_2026_04963,Vertice Asset e Cobranca,2026-03-25,60,6867.09,Ajuizado,92.0,Sudeste
CONTR_2026_04964,Acerta Credito Integrado,2026-04-10,105,1213.46,Insucesso,10.0,Nordeste
CONTR_2026_04965,Vertice Asset e Cobranca,2026-02-12,81,1362.29,Acordo Firmado,100.0,Nordeste
CONTR_2026_04966,Fenix Recuperacao de Credito,2026-04-18,69,10171.41,Em Aberto,46.0,Nordeste
CONTR_2026_04967,Vertice Asset e Cobranca,2026-02-06,49,2655.84,Em Aberto,73.0,Sudeste
CONTR_2026_04968,Acerta Credito Integrado,2026-04-04,110,1623.59,Em Aberto,90.0,Nordeste
CONTR_2026_04969,Vertice Asset e Cobranca,2026-03-15,122,3749.68,Acordo Firmado,51.0,Sudeste
CONTR_2026_04970,Vertice Asset e Cobranca,2026-04-05,59,1461.46,Acordo Firmado,34.0,Centro-Oeste
CONTR_2026_04971,Vertice Asset e Cobranca,2026-01-25,86,8139.68,Ajuizado,14.0,Sul
CONTR_2026_04972,Acerta Credito Integrado,2026-04-03,62,4607.55,Em Aberto,41.0,Nordeste
CONTR_2026_04973,Nexus Mediacao Financeira,2026-03-29,85,5214.06,Em Aberto,90.0,Sudeste
CONTR_2026_04974,Acerta Credito Integrado,2026-04-13,108,8192.08,Insucesso,95.0,Sul
CONTR_2026_04975,Vertice Asset e Cobranca,2026-01-21,138,8873.01,Acordo Firmado,38.0,Sul
CONTR_2026_04976,Vertice Asset e Cobranca,2026-02-10,76,1932.41,Acordo Firmado,48.0,Nordeste
CONTR_2026_04977,Fenix Recuperacao de Credito,2026-03-14,110,2844.46,Em Aberto,43.0,Sudeste
CONTR_2026_04978,Fenix Recuperacao de Credito,2026-02-11,111,2165.9,Acordo Firmado,28.0,Nordeste
CONTR_2026_04979,Fenix Recuperacao de Credito,2026-02-11,85,1477.77,Em Aberto,41.0,Sul
CONTR_2026_04980,Fenix Recuperacao de Credito,2026-01-02,124,5055.73,Acordo Firmado,56.0,Sudeste
CONTR_2026_04981,Vertice Asset e Cobranca,2026-03-09,80,2637.07,Acordo Firmado,81.0,Nordeste
CONTR_2026_04982,Fenix Recuperacao de Credito,2026-01-08,103,2036.07,Acordo Firmado,76.0,Sudeste
CONTR_2026_04983,Nexus Mediacao Financeira,2026-04-06,72,4768.25,Insucesso,91.0,Sul
CONTR_2026_04984,Acerta Credito Integrado,2026-03-02,105,6225.82,Acordo Firmado,65.0,Nordeste
CONTR_2026_04985,Nexus Mediacao Financeira,2026-01-14,102,8594.29,Insucesso,60.0,Sudeste
CONTR_2026_04986,Fenix Recuperacao de Credito,2026-04-23,125,1288.24,Em Aberto,97.0,Sudeste
CONTR_2026_04987,Acerta Credito Integrado,2026-03-18,145,4935.74,Acordo Firmado,13.0,Nordeste
CONTR_2026_04988,Nexus Mediacao Financeira,2026-01-21,117,2753.53,Acordo Firmado,69.0,Nordeste
CONTR_2026_04989,Acerta Credito Integrado,2026-01-24,110,25092.1,Em Aberto,52.0,Sul
CONTR_2026_04990,Acerta Credito Integrado,2026-02-19,78,2053.57,Ajuizado,43.0,Nordeste
CONTR_2026_04991,Vertice Asset e Cobranca,2026-03-23,22,4079.9,Em Aberto,92.0,Norte
CONTR_2026_04992,Nexus Mediacao Financeira,2026-02-14,128,18737.18,Acordo Firmado,88.0,Nordeste
CONTR_2026_04993,Vertice Asset e Cobranca,2026-03-05,145,2398.25,Em Aberto,84.0,Nordeste
CONTR_2026_04994,Nexus Mediacao Financeira,2026-03-05,99,9422.67,Acordo Firmado,40.0,Sudeste
CONTR_2026_04995,Fenix Recuperacao de Credito,2026-04-14,59,2592.22,Acordo Firmado,51.0,Nordeste
CONTR_2026_04996,Acerta Credito Integrado,2026-01-26,131,1591.23,Acordo Firmado,37.0,Nordeste
CONTR_2026_04997,Fenix Recuperacao de Credito,2026-02-01,123,1418.48,Em Aberto,84.0,Sudeste
CONTR_2026_04998,Vertice Asset e Cobranca,2026-04-18,28,16054.1,Acordo Firmado,23.0,Norte
CONTR_2026_04999,Acerta Credito Integrado,2026-02-26,94,2396.96,Acordo Firmado,67.0,Sudeste
CONTR_2026_05000,Nexus Mediacao Financeira,2026-04-29,97,2926.24,Em Aberto,69.0,Sudeste
CONTR_2026_05001,Vertice Asset e Cobranca,2026-04-30,41,18242.61,Insucesso,79.0,Sul
CONTR_2026_05002,Vertice Asset e Cobranca,2026-02-22,57,6555.83,Insucesso,69.0,Nordeste
CONTR_2026_05003,Acerta Credito Integrado,2026-02-02,122,4548.39,Em Aberto,98.0,Nordeste
CONTR_2026_05004,Vertice Asset e Cobranca,2026-02-21,92,4058.38,Ajuizado,58.0,Nordeste
CONTR_2026_05005,Acerta Credito Integrado,2026-04-05,61,1448.92,Ajuizado,46.0,Nordeste
CONTR_2026_05006,Fenix Recuperacao de Credito,2026-01-18,69,10330.04,Insucesso,87.0,Sudeste
CONTR_2026_05007,Acerta Credito Integrado,2026-02-04,53,8378.18,Em Aberto,47.0,Sul
CONTR_2026_05008,Acerta Credito Integrado,2026-01-12,92,1675.39,Em Aberto,17.0,Nordeste
CONTR_2026_05009,Fenix Recuperacao de Credito,2026-02-20,112,3380.58,Em Aberto,9.0,Nordeste
CONTR_2026_05010,Vertice Asset e Cobranca,2026-03-30,125,12031.97,Em Aberto,68.0,Sudeste
CONTR_2026_05011,Fenix Recuperacao de Credito,2026-04-19,69,2548.83,Acordo Firmado,94.0,Centro-Oeste
CONTR_2026_05012,Acerta Credito Integrado,2026-04-05,79,5923.89,Insucesso,78.0,Sudeste
CONTR_2026_05013,Nexus Mediacao Financeira,2026-01-10,105,4546.53,Ajuizado,30.0,Sudeste
CONTR_2026_05014,Nexus Mediacao Financeira,2026-04-21,118,9733.1,Acordo Firmado,95.0,Sul
CONTR_2026_05015,Fenix Recuperacao de Credito,2026-02-21,101,1383.6,Em Aberto,61.0,Norte
CONTR_2026_05016,Fenix Recuperacao de Credito,2026-02-03,128,9668.1,Em Aberto,65.0,Sudeste
CONTR_2026_05017,Fenix Recuperacao de Credito,2026-04-25,144,1929.29,Em Aberto,58.0,Centro-Oeste
CONTR_2026_05018,Vertice Asset e Cobranca,2026-03-08,41,1275.94,Acordo Firmado,27.0,Sudeste
CONTR_2026_05019,Nexus Mediacao Financeira,2026-04-20,135,5725.53,Acordo Firmado,66.0,Sudeste
CONTR_2026_05020,Acerta Credito Integrado,2026-02-08,128,2696.35,Acordo Firmado,45.0,Nordeste
CONTR_2026_05021,Nexus Mediacao Financeira,2026-01-08,54,7376.93,Em Aberto,40.0,Nordeste
CONTR_2026_05022,Vertice Asset e Cobranca,2026-04-06,103,4372.35,Insucesso,61.0,Sul
CONTR_2026_05023,Vertice Asset e Cobranca,2026-04-17,109,5850.99,Acordo Firmado,41.0,Nordeste
CONTR_2026_05024,Acerta Credito Integrado,2026-01-29,57,7051.18,Acordo Firmado,74.0,Sudeste
CONTR_2026_05025,Fenix Recuperacao de Credito,2026-01-22,88,14281.54,Ajuizado,88.0,Sudeste
CONTR_2026_05026,Nexus Mediacao Financeira,2026-03-25,94,9861.15,Em Aberto,84.0,Sudeste
CONTR_2026_05027,Vertice Asset e Cobranca,2026-03-11,57,4617.09,Em Aberto,42.0,Norte
CONTR_2026_05028,Fenix Recuperacao de Credito,2026-03-02,79,4081.41,Acordo Firmado,62.0,Sul
CONTR_2026_05029,Acerta Credito Integrado,2026-02-12,132,6516.36,Acordo Firmado,80.0,Sudeste
CONTR_2026_05030,Fenix Recuperacao de Credito,2026-02-18,140,7812.55,Acordo Firmado,38.0,Sul
CONTR_2026_05031,Vertice Asset e Cobranca,2026-01-29,56,2147.66,Ajuizado,60.0,Sul
CONTR_2026_05032,Nexus Mediacao Financeira,2026-04-16,15,1365.33,Em Aberto,49.0,Centro-Oeste
CONTR_2026_05033,Nexus Mediacao Financeira,2026-04-30,127,4231.66,Em Aberto,51.0,Sul
CONTR_2026_05034,Nexus Mediacao Financeira,2026-03-22,144,1723.77,Em Aberto,99.0,Sul
CONTR_2026_05035,Fenix Recuperacao de Credito,2026-01-31,116,2792.31,Insucesso,94.0,Nordeste
CONTR_2026_05036,Vertice Asset e Cobranca,2026-02-22,81,5594.25,Ajuizado,5.0,Nordeste
CONTR_2026_05037,Nexus Mediacao Financeira,2026-02-03,57,2021.14,Em Aberto,11.0,Norte
CONTR_2026_05038,Vertice Asset e Cobranca,2026-02-07,108,1344.53,Em Aberto,4.0,Nordeste
CONTR_2026_05039,Acerta Credito Integrado,2026-02-26,121,5243.92,Ajuizado,61.0,Nordeste
CONTR_2026_05040,Fenix Recuperacao de Credito,2026-04-11,70,4338.93,Em Aberto,75.0,Nordeste
CONTR_2026_05041,Acerta Credito Integrado,2026-01-04,98,3028.6,Acordo Firmado,12.0,Sul
CONTR_2026_05042,Nexus Mediacao Financeira,2026-01-02,76,4362.95,Acordo Firmado,49.0,Nordeste
CONTR_2026_05043,Fenix Recuperacao de Credito,2026-01-12,112,6952.52,Acordo Firmado,28.0,Sudeste
CONTR_2026_05044,Nexus Mediacao Financeira,2026-02-04,28,1777.06,Acordo Firmado,90.0,Sudeste
CONTR_2026_05045,Nexus Mediacao Financeira,2026-03-11,101,2676.48,Acordo Firmado,34.0,Nordeste
CONTR_2026_05046,Nexus Mediacao Financeira,2026-04-30,79,9122.76,Em Aberto,51.0,Nordeste
CONTR_2026_05047,Vertice Asset e Cobranca,2026-04-20,144,6745.17,Em Aberto,65.0,Nordeste
CONTR_2026_05048,Nexus Mediacao Financeira,2026-03-13,99,2747.96,Insucesso,6.0,Nordeste
CONTR_2026_05049,Vertice Asset e Cobranca,2026-01-21,111,3738.74,Ajuizado,33.0,Sudeste
CONTR_2026_05050,Nexus Mediacao Financeira,2026-04-27,61,1837.74,Em Aberto,47.0,Nordeste
CONTR_2026_05051,Fenix Recuperacao de Credito,2026-04-20,83,2659.3,Acordo Firmado,24.0,Sudeste
CONTR_2026_05052,Acerta Credito Integrado,2026-03-02,101,10399.03,Em Aberto,34.0,Norte
CONTR_2026_05053,Fenix Recuperacao de Credito,2026-02-04,79,4102.76,Acordo Firmado,72.0,Centro-Oeste
CONTR_2026_05054,Fenix Recuperacao de Credito,2026-02-17,82,6312.33,Em Aberto,16.0,Sul
CONTR_2026_05055,Vertice Asset e Cobranca,2026-01-15,97,2070.23,Em Aberto,80.0,Norte
CONTR_2026_05056,Nexus Mediacao Financeira,2026-03-12,38,2212.45,Acordo Firmado,16.0,Sudeste
CONTR_2026_05057,Vertice Asset e Cobranca,2026-01-15,74,15344.41,Em Aberto,98.0,Sul
CONTR_2026_05058,Vertice Asset e Cobranca,2026-04-19,113,10407.91,Acordo Firmado,84.0,Sul
CONTR_2026_05059,Nexus Mediacao Financeira,2026-01-06,78,9011.12,Insucesso,14.0,Norte
CONTR_2026_05060,Vertice Asset e Cobranca,2026-04-21,160,3199.33,Em Aberto,59.0,Sudeste
CONTR_2026_05061,Fenix Recuperacao de Credito,2026-03-22,92,5336.32,Acordo Firmado,62.0,Nordeste
CONTR_2026_05062,Fenix Recuperacao de Credito,2026-03-09,34,4589.73,Acordo Firmado,90.0,Nordeste
CONTR_2026_05063,Nexus Mediacao Financeira,2026-01-22,103,16844.11,Ajuizado,66.0,Nordeste
CONTR_2026_05064,Vertice Asset e Cobranca,2026-02-01,58,2569.78,Em Aberto,19.0,Sul
CONTR_2026_05065,Acerta Credito Integrado,2026-01-22,100,15909.34,Acordo Firmado,61.0,Sudeste
CONTR_2026_05066,Fenix Recuperacao de Credito,2026-01-27,-999,7335.36,Acordo Firmado,66.0,Nordeste
CONTR_2026_05067,Vertice Asset e Cobranca,2026-04-20,75,3869.55,Insucesso,26.0,Centro-Oeste
CONTR_2026_05068,Vertice Asset e Cobranca,2026-01-15,121,2748.65,Em Aberto,51.0,Sudeste
CONTR_2026_05069,Fenix Recuperacao de Credito,2026-02-13,42,8280.75,Insucesso,49.0,Sul
CONTR_2026_05070,Fenix Recuperacao de Credito,2026-04-25,75,9856.19,Acordo Firmado,19.0,Nordeste
CONTR_2026_05071,Nexus Mediacao Financeira,2026-03-27,72,3412.16,Acordo Firmado,49.0,Sudeste
CONTR_2026_05072,Acerta Credito Integrado,2026-04-02,130,2142.99,Em Aberto,81.0,Norte
CONTR_2026_05073,Vertice Asset e Cobranca,2026-04-16,79,4588.78,Acordo Firmado,30.0,Nordeste
CONTR_2026_05074,Fenix Recuperacao de Credito,2026-04-12,61,4360.28,Em Aberto,76.0,Sudeste
CONTR_2026_05075,Vertice Asset e Cobranca,2026-01-09,96,7662.25,Insucesso,57.0,Nordeste
CONTR_2026_05076,Nexus Mediacao Financeira,2026-02-03,63,19293.94,Em Aberto,85.0,Centro-Oeste
CONTR_2026_05077,Nexus Mediacao Financeira,2026-04-10,67,4988.77,Ajuizado,36.0,Centro-Oeste
CONTR_2026_05078,Fenix Recuperacao de Credito,2026-03-14,110,7778.61,Em Aberto,40.0,Sudeste
CONTR_2026_05079,Vertice Asset e Cobranca,2026-01-15,15,3358.38,Em Aberto,28.0,Nordeste
CONTR_2026_05080,Vertice Asset e Cobranca,2026-03-03,61,5776.14,Ajuizado,97.0,Nordeste
CONTR_2026_05081,Fenix Recuperacao de Credito,2026-02-14,69,1812.69,Insucesso,46.0,Nordeste
CONTR_2026_05082,Fenix Recuperacao de Credito,2026-03-25,136,9635.22,Em Aberto,73.0,Sul
CONTR_2026_05083,Acerta Credito Integrado,2026-03-13,103,3310.44,Insucesso,82.0,Nordeste
CONTR_2026_05084,Fenix Recuperacao de Credito,2026-02-27,89,1617.13,Acordo Firmado,88.0,Nordeste
CONTR_2026_05085,Fenix Recuperacao de Credito,2026-04-02,86,24514.73,Em Aberto,32.0,Sul
CONTR_2026_05086,Nexus Mediacao Financeira,2026-04-25,93,12803.15,Acordo Firmado,87.0,Sudeste
CONTR_2026_05087,Acerta Credito Integrado,2026-01-19,97,2299.7,Em Aberto,58.0,Sudeste
CONTR_2026_05088,Fenix Recuperacao de Credito,2026-01-16,93,3456.51,Em Aberto,76.0,Sudeste
CONTR_2026_05089,Nexus Mediacao Financeira,2026-03-16,148,15000.75,Acordo Firmado,98.0,Nordeste
CONTR_2026_05090,Fenix Recuperacao de Credito,2026-04-16,76,9156.24,Em Aberto,26.0,Sudeste
CONTR_2026_05091,Fenix Recuperacao de Credito,2026-01-08,95,13044.28,Em Aberto,70.0,Nordeste
CONTR_2026_05092,Fenix Recuperacao de Credito,2026-02-02,91,5333.96,Em Aberto,69.0,Nordeste
CONTR_2026_05093,Acerta Credito Integrado,2026-03-15,118,2592.73,Acordo Firmado,87.0,Sudeste
CONTR_2026_05094,Fenix Recuperacao de Credito,2026-01-18,69,2487.73,Insucesso,50.0,Sudeste
CONTR_2026_05095,Fenix Recuperacao de Credito,2026-02-04,78,4929.26,Em Aberto,79.0,Nordeste
CONTR_2026_05096,Vertice Asset e Cobranca,2026-02-12,44,14085.11,Em Aberto,32.0,Sudeste
CONTR_2026_05097,Acerta Credito Integrado,2026-02-19,119,6192.75,Acordo Firmado,58.0,Centro-Oeste
CONTR_2026_05098,Vertice Asset e Cobranca,2026-01-03,44,1374.98,Insucesso,64.0,Sul
CONTR_2026_05099,Vertice Asset e Cobranca,2026-04-14,106,5310.31,Acordo Firmado,77.0,Sudeste
CONTR_2026_05100,Fenix Recuperacao de Credito,2026-04-01,140,5888.09,Em Aberto,28.0,Nordeste
CONTR_2026_05101,Vertice Asset e Cobranca,2026-02-28,147,5556.05,Em Aberto,97.0,Sudeste
CONTR_2026_05102,Nexus Mediacao Financeira,2026-01-28,80,7073.3,Em Aberto,72.0,Nordeste
CONTR_2026_05103,Nexus Mediacao Financeira,2026-02-15,79,2937.26,Em Aberto,80.0,Sul
CONTR_2026_05104,Vertice Asset e Cobranca,2026-03-05,87,1976.05,Em Aberto,39.0,Sul
CONTR_2026_05105,Vertice Asset e Cobranca,2026-03-11,117,8132.44,Em Aberto,96.0,Nordeste
CONTR_2026_05106,Fenix Recuperacao de Credito,2026-02-16,86,2292.98,Em Aberto,80.0,Sudeste
CONTR_2026_05107,Vertice Asset e Cobranca,2026-01-14,81,1806.09,Em Aberto,45.0,Nordeste
CONTR_2026_05108,Fenix Recuperacao de Credito,2026-01-07,122,3426.57,Acordo Firmado,13.0,Norte
CONTR_2026_05109,Acerta Credito Integrado,2026-03-15,91,10141.45,Insucesso,20.0,Sul
CONTR_2026_05110,Vertice Asset e Cobranca,2026-03-20,85,1628.38,Insucesso,58.0,Nordeste
CONTR_2026_05111,Vertice Asset e Cobranca,2026-01-31,63,2288.05,Em Aberto,19.0,Norte
CONTR_2026_05112,Acerta Credito Integrado,2026-04-03,120,4424.26,Acordo Firmado,75.0,Nordeste
CONTR_2026_05113,Nexus Mediacao Financeira,2026-04-16,97,2895.91,Ajuizado,51.0,Nordeste
CONTR_2026_05114,Acerta Credito Integrado,2026-04-28,89,7594.58,Em Aberto,80.0,Nordeste
CONTR_2026_05115,Vertice Asset e Cobranca,2026-03-22,34,6818.15,Insucesso,9.0,Sul
CONTR_2026_05116,Nexus Mediacao Financeira,2026-02-20,118,10442.17,Insucesso,77.0,Centro-Oeste
CONTR_2026_05117,Vertice Asset e Cobranca,2026-01-29,55,2339.8,Em Aberto,19.0,Nordeste
CONTR_2026_05118,Vertice Asset e Cobranca,2026-04-23,103,6433.69,Ajuizado,94.0,Sudeste
CONTR_2026_05119,Acerta Credito Integrado,2026-04-18,66,8652.38,Acordo Firmado,55.0,Nordeste
CONTR_2026_05120,Vertice Asset e Cobranca,2026-01-15,57,1523.58,Em Aberto,39.0,Sudeste
CONTR_2026_05121,Vertice Asset e Cobranca,2026-03-31,117,1387.59,Em Aberto,17.0,Sudeste
CONTR_2026_05122,Fenix Recuperacao de Credito,2026-03-17,93,5296.48,Em Aberto,62.0,Nordeste
CONTR_2026_05123,Fenix Recuperacao de Credito,2026-01-25,91,5631.9,Insucesso,94.0,Sudeste
CONTR_2026_05124,Vertice Asset e Cobranca,2026-03-02,148,3694.56,Insucesso,93.0,Sudeste
CONTR_2026_05125,Fenix Recuperacao de Credito,2026-02-10,148,1383.7,Em Aberto,60.0,Sudeste
CONTR_2026_05126,Nexus Mediacao Financeira,2026-03-10,82,3770.17,Acordo Firmado,42.0,Nordeste
CONTR_2026_05127,Nexus Mediacao Financeira,2026-01-04,50,6337.35,Em Aberto,2.0,Sudeste
CONTR_2026_05128,Fenix Recuperacao de Credito,2026-04-18,132,7251.3,Ajuizado,50.0,Nordeste
CONTR_2026_05129,Vertice Asset e Cobranca,2026-04-22,49,4594.17,Ajuizado,67.0,Centro-Oeste
CONTR_2026_05130,Acerta Credito Integrado,2026-04-15,104,4922.47,Em Aberto,20.0,Sudeste
CONTR_2026_05131,Nexus Mediacao Financeira,2026-02-26,81,6784.0,Em Aberto,1.0,Centro-Oeste
CONTR_2026_05132,Nexus Mediacao Financeira,2026-01-31,92,4182.85,Em Aberto,5.0,Sul
CONTR_2026_05133,Fenix Recuperacao de Credito,2026-01-03,126,2729.33,Insucesso,97.0,Nordeste
CONTR_2026_05134,Fenix Recuperacao de Credito,2026-04-27,66,2461.38,Em Aberto,39.0,Sudeste
CONTR_2026_05135,Vertice Asset e Cobranca,2026-03-08,71,8186.84,Em Aberto,87.0,Centro-Oeste
CONTR_2026_05136,Vertice Asset e Cobranca,2026-03-31,112,4542.75,Acordo Firmado,18.0,Sudeste
CONTR_2026_05137,Nexus Mediacao Financeira,2026-02-19,143,6091.97,Em Aberto,51.0,Nordeste
CONTR_2026_05138,Fenix Recuperacao de Credito,2026-01-17,164,4384.83,Acordo Firmado,97.0,Sudeste
CONTR_2026_05139,Nexus Mediacao Financeira,2026-03-01,46,9741.8,Acordo Firmado,90.0,Sul
CONTR_2026_05140,Fenix Recuperacao de Credito,2026-03-15,77,4634.31,Acordo Firmado,22.0,Sudeste
CONTR_2026_05141,Nexus Mediacao Financeira,2026-03-07,59,23337.06,Acordo Firmado,30.0,Sudeste
CONTR_2026_05142,Fenix Recuperacao de Credito,2026-03-29,115,2589.35,Em Aberto,90.0,Nordeste
CONTR_2026_05143,Nexus Mediacao Financeira,2026-03-16,91,1945.56,Insucesso,1.0,Centro-Oeste
CONTR_2026_05144,Acerta Credito Integrado,2026-01-24,116,3538.8,Acordo Firmado,70.0,Nordeste
CONTR_2026_05145,Vertice Asset e Cobranca,2026-04-09,78,13745.38,Acordo Firmado,81.0,Sul
CONTR_2026_05146,Acerta Credito Integrado,2026-03-28,110,10763.29,Acordo Firmado,95.0,Sudeste
CONTR_2026_05147,Nexus Mediacao Financeira,2026-02-01,84,2620.79,Insucesso,51.0,Sudeste
CONTR_2026_05148,Acerta Credito Integrado,2026-03-28,94,5777.67,Em Aberto,68.0,Sudeste
CONTR_2026_05149,Nexus Mediacao Financeira,2026-04-08,72,5645.08,Acordo Firmado,74.0,Nordeste
CONTR_2026_05150,Fenix Recuperacao de Credito,2026-04-15,130,2936.43,Em Aberto,61.0,Nordeste
CONTR_2026_05151,Vertice Asset e Cobranca,2026-01-19,52,2541.89,Em Aberto,48.0,Norte
CONTR_2026_05152,Fenix Recuperacao de Credito,2026-03-07,86,3671.89,Ajuizado,53.0,Nordeste
CONTR_2026_05153,Fenix Recuperacao de Credito,2026-03-01,143,8970.46,Ajuizado,34.0,Sudeste
CONTR_2026_05154,Acerta Credito Integrado,2026-04-25,128,2264.2,Em Aberto,86.0,Norte
CONTR_2026_05155,Nexus Mediacao Financeira,2026-03-07,64,4150.46,Acordo Firmado,86.0,Nordeste
